,country_name,year,Total_Population,CO2_Emissions_by_Sector_Building,CO2_Emissions_by_Sector_Bunker_Fuels,CO2_Emissions_by_Sector_Electricity_Heat,CO2_Emissions_by_Sector_Energy,CCO2_Emissions_by_Sector_Industrial_Processes,CO2_Emissions_by_Sector_Land_Use_Change_and_Forestry,CO2_Emissions_by_Sector_Manufacturing_Construction,CO2_Emissions_by_Sector_Other_Fuel_Combustion,CO2_Emissions_by_Sector_Transportation,Net_Electricity_Consumption,income_group
2256,Slovenia,2004,1997012.0,2.44,0.29,6.25,15.24,0.47,-11.53,2.22,0.29,4.04,13.0,0
2257,Slovenia,2005,2000474.0,2.17,0.3,6.3,15.44,0.49,-11.53,2.38,0.29,4.31,13.2,0
2258,Slovenia,2006,2006868.0,1.96,0.31,6.44,15.8,0.51,-11.53,2.56,0.29,4.55,13.66,0
2259,Slovenia,2007,2018122.0,1.46,0.33,6.54,15.75,0.54,-11.53,2.29,0.31,5.15,13.75,0
2260,Slovenia,2008,2021316.0,1.84,0.34,6.37,16.8,0.59,-11.53,2.23,0.3,6.06,13.3,0
2261,Slovenia,2009,2039669.0,1.77,0.29,6.1,15.11,0.42,-11.52,1.9,0.27,5.08,11.78,0
2262,Slovenia,2010,2048583.0,1.86,0.29,6.21,15.45,0.36,-11.52,1.88,0.28,5.21,12.4,0
2263,Slovenia,2011,2052843.0,1.6,0.27,6.3,15.43,0.31,-2.63,1.72,0.25,5.57,12.95,0
2264,Slovenia,2012,2057159.0,1.31,0.28,6.02,14.86,0.32,-2.63,1.68,0.27,5.58,12.89,0
2265,Slovenia,2013,2059953.0,1.2,0.29,5.8,14.21,0.39,-2.63,1.67,0.26,5.29,12.92,0
2266,Slovenia,2014,2061980.0,0.96,0.3,4.53,12.76,0.42,-2.63,1.69,0.27,5.3,12.87,0
2267,Slovenia,2015,2063531.0,1.05,0.3,4.58,12.81,0.37,-2.63,1.62,0.27,5.28,13.19,0
2268,Slovenia,2016,2065042.0,1.12,0.28,4.91,13.59,0.34,0.34,1.65,0.26,5.65,13.4,0
2269,Slovenia,2017,2066388.0,1.0,0.3,4.94,13.73,0.41,0.34,1.75,0.27,5.77,13.86,0
2270,Slovenia,2018,2073894.0,0.88,0.32,4.82,13.64,0.41,0.34,1.94,0.28,5.72,14.03,0
2271,Somalia,1990,7225089.0,0.06,0.12,0.27,0.72,0.02,17.35,0.06,0.03,0.31,0.23,3
2272,Somalia,1992,7295380.0,0.06,0.13,0.26,0.67,0.01,17.35,0.06,0.03,0.27,0.23,3
2273,Somalia,1993,7315864.0,0.04,0.13,0.24,0.63,0.01,17.35,0.06,0.03,0.26,0.23,3
2274,Somalia,1994,7372592.0,0.05,0.13,0.24,0.62,0.01,17.35,0.06,0.03,0.24,0.24,3
2275,Somalia,1995,7491647.0,0.05,0.13,0.23,0.59,0.01,17.35,0.05,0.03,0.22,0.24,3
2276,South Africa,1990,36800507.0,11.32,4.13,145.83,243.84,3.82,6.28,54.12,3.03,29.55,144.69,1
2277,South Africa,1991,37718952.0,11.82,4.21,145.37,238.7,3.63,6.28,48.83,3.11,29.57,146.26,1
2278,South Africa,1992,38672611.0,11.73,4.31,147.68,235.39,3.43,6.28,42.89,3.04,30.06,143.58,1
2279,South Africa,1993,39633754.0,14.9,5.97,157.52,242.84,3.59,6.28,35.42,4.78,30.23,148.02,1
2280,South Africa,1994,40564061.0,13.98,6.18,161.41,248.16,3.85,6.28,36.36,5.07,31.33,154.1,1
2281,South Africa,1995,41435761.0,12.32,6.43,169.47,259.77,4.42,6.28,37.18,5.62,35.17,161.67,1
2282,South Africa,1996,42241007.0,10.93,7.04,177.43,269.6,4.38,6.28,41.34,5.59,34.32,165.37,1
2283,South Africa,1997,42987456.0,11.25,6.96,187.34,284.15,4.77,6.29,45.05,5.17,35.23,172.36,1
2284,South Africa,1998,43682259.0,10.71,6.73,194.4,292.26,4.25,6.3,47.56,4.43,34.89,172.04,2
2285,South Africa,1999,44338551.0,9.65,6.49,184.42,274.55,3.92,6.32,40.83,4.03,35.36,173.85,1
2286,South Africa,2000,44967713.0,9.19,6.15,191.93,280.85,3.87,6.32,40.55,3.67,35.18,180.1,1
2287,South Africa,2001,45571272.0,12.81,6.11,227.32,316.82,3.78,6.35,36.53,3.83,36.01,180.77,2
2288,South Africa,2002,46150913.0,15.77,6.09,230.55,327.16,4.26,6.36,39.82,3.9,36.79,190.34,2
2289,South Africa,2003,46719203.0,17.58,6.09,245.67,348.59,4.52,6.39,42.11,3.92,38.98,194.68,2
2290,South Africa,2004,47291610.0,19.91,5.72,261.18,375.58,4.39,6.39,49.09,3.87,41.26,199.0,1
2291,South Africa,2005,47880595.0,21.52,5.3,251.02,372.58,5.06,6.39,52.98,3.58,43.2,203.68,1
2292,South Africa,2006,48489464.0,24.18,5.53,252.36,374.16,5.4,6.39,49.14,4.14,44.35,209.59,1
2293,South Africa,2007,49119766.0,29.95,5.47,265.59,391.49,5.41,6.39,42.75,4.46,48.75,220.4,1
2294,South Africa,2008,49779472.0,32.39,6.69,293.42,421.57,4.99,6.39,43.88,4.83,47.05,213.62,1
2295,South Africa,2009,50477013.0,31.24,6.53,256.42,398.59,5.43,6.39,61.1,4.76,45.07,204.6,1
2296,South Africa,2010,51216967.0,13.87,7.32,302.5,420.29,4.82,6.39,51.46,5.95,46.5,215.04,1
2297,South Africa,2011,52003759.0,16.27,8.66,287.27,404.69,4.43,6.29,44.54,7.83,48.78,218.38,1
2298,South Africa,2012,52832659.0,24.98,8.94,294.59,422.29,4.41,6.29,45.6,8.29,48.84,212.61,1
2299,South Africa,2013,53687125.0,26.14,9.14,292.58,432.21,4.66,6.29,51.62,8.13,53.74,211.5,1
2300,South Africa,2014,54544184.0,26.45,9.3,304.0,443.3,4.68,6.29,53.37,8.04,51.33,211.88,1
2301,South Africa,2015,55386369.0,23.46,8.83,284.91,419.67,5.21,6.29,49.28,7.99,53.91,209.51,1
2302,South Africa,2016,56207649.0,21.13,8.44,290.93,419.98,5.21,6.55,49.06,7.26,51.51,205.59,1
2303,South Africa,2017,57009751.0,33.97,9.07,284.43,429.94,5.21,6.55,46.11,8.64,56.71,207.19,1
2304,South Africa,2018,57792520.0,33.84,9.46,281.88,428.05,5.21,6.55,46.76,8.64,56.86,205.81,1
2305,Spain,1990,38867322.0,16.19,7.57,77.96,202.74,12.28,-42.69,41.05,4.21,63.21,129.22,0
2306,Spain,1991,38966376.0,18.21,8.58,79.2,210.51,11.7,-42.69,42.58,4.58,65.83,131.9,0
2307,Spain,1992,39157685.0,18.81,9.68,88.8,222.04,10.44,-42.69,39.99,4.94,69.38,133.97,0
2308,Spain,1993,39361262.0,18.0,10.13,78.21,208.19,9.91,-42.69,38.45,5.12,68.39,133.84,0
2309,Spain,1994,39549108.0,19.03,11.08,80.14,216.96,11.5,-42.7,41.75,5.34,70.71,139.6,0
2310,Spain,1995,39724050.0,18.9,11.53,89.27,228.22,12.36,-42.7,42.62,5.46,71.96,145.4,0
2311,Spain,1996,39889852.0,19.94,11.83,76.79,218.0,12.11,-42.7,38.94,5.43,76.89,150.65,0
2312,Spain,1997,40057389.0,20.01,12.27,89.17,235.86,12.75,-42.7,44.49,5.36,76.83,162.58,0
2313,Spain,1998,40223509.0,20.56,12.14,88.56,242.41,13.81,-42.68,44.21,4.84,84.23,168.49,0
2314,Spain,1999,40386875.0,21.84,13.06,106.67,263.88,14.43,-42.64,41.34,5.51,88.5,180.7,0
2315,Spain,2000,40567864.0,23.65,14.58,110.82,278.58,14.73,-42.63,47.19,6.47,90.46,193.92,0
2316,Spain,2001,40850412.0,24.44,14.19,103.57,279.78,15.01,-19.17,51.2,5.95,94.63,206.6,0
2317,Spain,2002,41431558.0,24.97,13.8,118.66,297.22,15.53,-19.13,51.28,5.92,96.4,212.1,0
2318,Spain,2003,42187645.0,25.63,15.68,112.19,302.62,16.04,-19.13,55.63,7.78,101.38,222.92,0
2319,Spain,2004,42921895.0,27.74,17.67,120.81,319.27,16.29,-19.12,56.08,8.9,105.74,232.27,0
2320,Spain,2005,43653155.0,28.74,17.09,130.45,333.71,16.79,-19.12,56.75,8.26,109.51,241.63,0
2321,Spain,2006,44397319.0,27.44,16.45,128.8,325.04,16.74,-19.12,45.21,10.46,113.13,251.56,0
2322,Spain,2007,45226803.0,26.79,17.37,136.5,337.86,16.82,-19.13,49.51,8.95,116.1,255.24,0
2323,Spain,2008,45954106.0,25.99,16.63,120.08,309.78,14.39,-19.13,46.06,7.74,109.9,258.79,0
2324,Spain,2009,46362946.0,25.59,15.03,103.85,276.09,11.4,-19.13,37.87,7.47,101.3,245.72,0
2325,Spain,2010,46576897.0,27.24,14.59,88.18,262.06,11.2,-19.13,40.05,8.17,98.42,249.38,0
2326,Spain,2011,46742697.0,25.09,16.66,101.31,264.87,9.52,-7.86,39.08,7.45,91.96,246.32,0
2327,Spain,2012,46773055.0,24.75,17.25,109.36,260.51,8.75,-7.86,36.15,7.63,82.63,243.34,0
2328,Spain,2013,46620045.0,23.92,17.27,85.93,235.16,7.64,-7.86,35.54,8.15,81.62,236.26,0
2329,Spain,2014,46480882.0,22.44,17.0,86.81,232.06,8.9,-7.86,33.12,7.64,82.06,234.05,0
2330,Spain,2015,46444832.0,26.05,16.69,100.39,247.07,9.22,-7.86,28.93,6.59,85.11,238.76,0
2331,Spain,2016,46484062.0,27.85,17.75,86.51,237.61,9.41,-13.88,28.45,6.5,88.3,240.61,0
2332,Spain,2017,46593236.0,25.25,18.91,98.66,253.99,9.45,-13.88,32.02,6.89,91.16,246.46,0
2333,Spain,2018,46797754.0,25.46,19.78,89.94,248.89,9.45,-13.89,33.62,7.56,92.31,246.93,0
2334,Sri Lanka,1992,17736827.0,0.13,0.03,0.79,4.92,0.33,4.63,0.6,0.6,2.8,2.58,3
2335,Sri Lanka,1993,17924827.0,0.16,0.04,0.42,4.82,0.27,4.63,0.65,0.6,2.99,3.22,3
2336,Sri Lanka,1994,18094474.0,0.18,0.04,0.44,5.39,0.38,4.63,0.63,0.66,3.48,3.55,3
2337,Sri Lanka,1995,18242917.0,0.22,0.04,0.35,5.45,0.36,4.63,0.49,0.69,3.7,3.87,3
2338,Sri Lanka,1996,18367290.0,0.25,0.04,1.21,7.98,0.38,4.63,0.74,0.71,5.08,3.65,3
2339,Sri Lanka,2000,18777606.0,0.35,0.38,3.32,10.52,0.41,4.62,0.81,0.89,5.16,4.99,2
2340,Sri Lanka,2001,18911727.0,0.33,0.25,3.07,10.4,0.45,2.5,0.86,0.92,5.22,5.25,2
2341,Sri Lanka,2002,19062476.0,0.38,0.35,3.51,10.98,0.41,2.5,0.89,0.89,5.32,5.49,2
2342,Sri Lanka,2003,19224036.0,0.4,0.39,3.96,11.95,0.46,2.5,1.19,0.75,5.66,5.98,2
2343,Sri Lanka,2004,19387153.0,0.36,0.45,4.45,12.31,0.55,2.51,0.84,0.81,5.84,6.52,2
2344,Sri Lanka,2005,19544988.0,0.4,0.99,4.65,13.39,0.59,2.5,1.19,0.84,6.32,7.43,2
2345,Sri Lanka,2006,19695977.0,0.4,1.0,3.4,11.78,0.63,2.5,1.17,0.82,5.99,6.86,2
2346,Sri Lanka,2007,19842044.0,0.42,0.36,4.11,12.94,0.65,2.48,1.14,0.7,6.57,7.95,2
2347,Sri Lanka,2008,19983984.0,0.43,0.33,4.02,12.12,0.69,2.47,1.08,0.56,6.02,8.13,2
2348,Sri Lanka,2009,20123508.0,0.37,0.31,4.12,11.57,0.72,2.47,1.03,0.55,5.5,8.18,2
2349,Sri Lanka,2010,20261738.0,0.45,0.38,3.41,12.41,0.66,2.46,1.02,0.6,6.92,8.95,2
2350,Sri Lanka,2011,20398496.0,0.49,0.99,5.19,14.67,0.75,0.65,1.01,0.61,7.38,9.78,2
2351,Sri Lanka,2012,20425000.0,0.54,1.23,6.51,16.07,0.76,0.64,1.13,0.52,7.37,10.17,2
2352,Sri Lanka,2013,20585000.0,0.56,1.11,4.08,13.74,0.74,0.63,1.01,0.37,7.73,10.46,2
2353,Sri Lanka,2014,20778000.0,0.55,1.46,6.84,16.88,0.72,0.62,1.0,0.36,8.13,10.53,2
2354,Sri Lanka,2015,20970000.0,0.66,1.17,6.81,19.49,0.87,0.61,2.96,0.39,8.68,11.79,2
2355,Sri Lanka,2016,21203000.0,0.8,1.64,8.71,20.9,1.03,1.92,1.62,0.41,9.36,12.67,2
2356,Sri Lanka,2017,21444000.0,0.95,1.7,9.7,22.28,1.03,1.91,0.7,0.49,10.44,13.89,2
2357,Sri Lanka,2018,21670000.0,1.03,1.58,8.14,20.61,1.03,1.91,0.85,0.64,9.95,13.44,1
2358,Sudan,1990,20147592.0,0.14,0.1,0.51,5.3,0.07,21.14,0.68,0.01,3.96,1.24,3
2359,Sudan,1991,20891442.0,0.16,0.11,0.58,4.73,0.07,21.14,0.85,0.01,3.13,1.22,3
2360,Sudan,1992,21696240.0,0.16,0.11,0.51,4.43,0.1,21.14,0.64,0.01,3.12,1.25,3
2361,Sudan,1999,26626512.0,0.35,0.86,1.12,5.09,0.09,21.48,0.63,0.57,2.43,1.97,3
2362,Sudan,2000,27275019.0,0.13,0.68,1.47,5.49,0.06,21.48,0.54,0.71,2.65,2.18,3
2363,Sudan,2001,27971077.0,0.2,0.64,1.52,6.02,0.08,21.82,0.45,0.42,3.42,1.87,3
2364,Sudan,2002,28704786.0,0.3,0.85,2.15,7.46,0.08,21.81,0.45,0.65,3.91,2.25,3
2365,Sudan,2003,29460517.0,0.36,0.84,2.37,7.64,0.11,21.79,0.5,0.68,3.74,2.42,3
2366,Sudan,2004,30214189.0,0.36,0.87,2.49,8.39,0.12,21.8,0.59,0.87,4.08,2.5,3
2367,Sudan,2005,30949514.0,0.48,0.95,2.75,9.93,0.13,21.8,0.97,0.88,4.85,3.02,3
2368,Sudan,2006,31661824.0,0.57,1.03,3.44,12.36,0.08,21.8,1.53,0.99,5.83,3.41,3
2369,Sudan,2007,32360619.0,0.61,1.06,3.52,13.3,0.13,21.8,1.78,1.03,6.36,3.76,2
2370,Sudan,2008,33060844.0,0.6,0.9,3.89,14.42,0.1,21.8,1.58,0.71,7.63,4.19,2
2371,Sudan,2009,33783779.0,0.7,0.74,3.28,14.74,0.24,21.81,2.61,0.57,7.59,4.99,2
2372,Sudan,2010,34545014.0,0.75,0.75,1.64,15.12,0.74,21.81,3.48,0.71,8.53,6.05,2
2373,Sudan,2011,35349676.0,1.08,0.8,2.2,14.21,1.15,21.15,2.02,0.21,8.71,6.66,2
2374,Sudan,2012,36193781.0,1.08,0.83,2.09,13.87,1.34,21.52,1.88,0.38,8.45,7.54,2
2375,Sudan,2013,37072555.0,0.51,0.59,1.94,13.12,1.38,21.52,1.38,0.38,8.9,8.52,2
2376,Sudan,2014,37977657.0,0.6,0.56,2.32,13.99,1.35,21.52,1.44,0.39,9.24,7.81,2
2377,Sudan,2015,38902948.0,0.57,0.75,4.13,16.36,1.44,21.52,1.48,0.38,9.8,8.76,2
2378,Sudan,2016,39847433.0,0.59,0.85,4.95,18.93,1.56,21.0,1.69,0.54,11.16,10.02,2
2379,Sudan,2017,40813398.0,0.59,0.93,5.1,18.79,1.56,21.0,1.58,0.45,11.06,10.96,2
2380,Sudan,2018,41801532.0,0.59,0.9,5.32,18.64,1.56,21.0,1.48,0.44,10.8,11.46,2
2381,Suriname,2000,470944.0,0.08,0.2,0.28,1.45,0.03,3.46,0.68,0.14,0.29,1.28,2
2382,Suriname,2001,476574.0,0.08,0.18,0.33,1.49,0.03,3.8,0.68,0.11,0.3,1.29,2
2383,Suriname,2002,482228.0,0.05,0.35,0.29,1.09,0.03,3.8,0.06,0.26,0.43,1.34,2
2384,Suriname,2003,487938.0,0.05,0.37,0.37,1.21,0.03,3.8,0.06,0.27,0.46,1.36,2
2385,Suriname,2004,493680.0,0.05,0.4,0.48,1.36,0.03,3.98,0.06,0.3,0.47,1.37,2
2386,Suriname,2005,499461.0,0.06,0.43,0.7,1.66,0.03,3.97,0.07,0.33,0.5,1.38,2
2387,Suriname,2006,505292.0,0.06,0.44,0.51,1.5,0.03,3.97,0.07,0.33,0.53,1.43,2
2388,Suriname,2007,511181.0,0.06,0.42,0.42,1.39,0.03,3.97,0.07,0.31,0.54,1.42,1
2389,Suriname,2008,517122.0,0.06,0.43,0.42,1.43,0.03,3.97,0.07,0.31,0.57,1.41,1
2390,Suriname,2009,523113.0,0.06,0.41,0.44,1.43,0.02,3.97,0.06,0.28,0.59,1.41,1
2391,Suriname,2010,529126.0,0.06,0.5,0.56,1.73,0.02,3.97,0.07,0.37,0.67,1.53,1
2392,Suriname,2011,535177.0,0.06,0.44,0.93,1.93,0.03,8.25,0.06,0.3,0.57,1.71,1
2393,Suriname,2012,541247.0,0.07,0.55,1.15,2.4,0.05,8.25,0.08,0.41,0.69,1.79,1
2394,Suriname,2013,547295.0,0.07,0.45,1.18,2.24,0.05,8.25,0.06,0.3,0.62,2.04,1
2395,Suriname,2014,553278.0,0.08,0.49,1.43,2.59,0.05,8.25,0.07,0.34,0.67,2.18,1
2396,Suriname,2015,559136.0,0.09,0.49,1.53,2.7,0.06,8.25,0.07,0.34,0.68,1.84,1
2397,Suriname,2016,564883.0,0.1,0.44,1.18,2.25,0.06,9.36,0.06,0.3,0.61,2.12,1
2398,Suriname,2017,570501.0,0.09,0.44,1.01,2.08,0.06,9.36,0.06,0.3,0.61,2.54,1
2399,Suriname,2018,575987.0,0.1,0.44,0.95,2.02,0.06,9.36,0.06,0.3,0.61,2.47,1
2400,Sweden,1990,8558835.0,9.2,2.28,9.77,52.08,1.27,1.86,11.88,1.38,19.86,130.24,0
2401,Sweden,1991,8617375.0,8.83,2.33,11.95,53.1,1.14,1.86,11.35,1.42,19.56,132.0,0
2402,Sweden,1992,8668067.0,9.03,2.36,11.65,55.66,1.09,1.86,13.28,1.35,20.34,129.71,0
2403,Sweden,1993,8718561.0,8.52,2.75,11.88,55.41,1.09,1.86,14.36,1.22,19.44,130.16,0
2404,Sweden,1994,8780745.0,8.95,2.77,12.42,57.38,1.11,1.86,14.65,1.22,20.15,129.06,0
2405,Sweden,1995,8826939.0,8.83,2.82,11.7,56.94,1.3,1.87,14.8,1.26,20.34,131.87,0
2406,Sweden,1996,8840998.0,9.62,2.89,16.18,62.42,1.23,1.87,15.26,1.28,20.1,131.41,0
2407,Sweden,1997,8846062.0,8.6,2.94,11.95,56.28,1.11,1.88,14.1,1.29,20.33,131.79,0
2408,Sweden,1998,8850974.0,8.01,3.27,12.87,57.23,1.13,1.9,14.15,1.56,20.63,132.67,0
2409,Sweden,1999,8857874.0,7.91,3.08,11.66,56.13,1.14,1.95,14.28,1.21,21.07,132.39,0
2410,Sweden,2000,8872109.0,6.27,2.92,9.74,51.99,1.29,2.04,13.63,1.14,21.21,135.16,0
2411,Sweden,2001,8895960.0,6.23,3.05,10.49,51.17,1.33,-11.54,12.2,1.11,21.14,137.74,0
2412,Sweden,2002,8924958.0,5.81,2.7,11.63,52.75,1.28,-11.53,12.58,1.38,21.35,135.65,0
2413,Sweden,2003,8958229.0,5.82,2.69,12.94,54.0,1.21,-11.5,12.22,1.38,21.64,133.08,0
2414,Sweden,2004,8993531.0,4.37,2.92,12.38,52.31,1.28,-11.42,12.28,1.23,22.04,135.4,0
2415,Sweden,2005,9029572.0,3.94,3.44,11.43,48.89,1.32,-11.32,10.77,1.77,20.99,135.48,0
2416,Sweden,2006,9080505.0,3.26,3.33,11.7,47.46,1.44,-11.29,9.82,1.56,21.11,135.6,0
2417,Sweden,2007,9148092.0,3.01,3.39,10.03,45.8,1.34,-11.26,9.85,1.66,21.26,135.92,0
2418,Sweden,2008,9219637.0,2.65,3.69,10.39,44.75,1.4,-11.21,9.37,1.53,20.82,133.42,0
2419,Sweden,2009,9298515.0,2.36,3.39,10.62,41.62,1.26,-11.12,6.89,1.46,20.29,128.31,0
2420,Sweden,2010,9378126.0,2.49,3.4,13.2,46.81,1.32,-10.98,8.94,1.52,20.67,137.24,0
2421,Sweden,2011,9449213.0,2.22,3.49,10.59,43.23,1.36,-22.28,8.61,1.43,20.38,129.4,0
2422,Sweden,2012,9519374.0,2.05,3.37,9.95,40.67,1.48,-22.25,7.9,1.42,19.35,132.51,0
2423,Sweden,2013,9600379.0,1.88,3.62,9.58,39.15,1.4,-22.24,7.42,1.41,18.85,129.52,0
2424,Sweden,2014,9696110.0,1.77,3.28,9.3,37.7,1.4,-22.2,6.97,1.3,18.36,127.3,0
2425,Sweden,2015,9799186.0,1.72,3.27,9.18,37.67,1.54,-22.2,7.18,1.18,18.41,129.75,0
2426,Sweden,2016,9923085.0,1.62,3.49,10.04,37.24,1.55,-16.65,6.84,1.15,17.59,132.58,0
2427,Sweden,2017,10057698.0,1.56,3.65,9.97,36.85,1.48,-16.57,6.9,1.08,17.33,132.49,0
2428,Sweden,2018,10175214.0,1.52,3.7,8.61,34.52,1.48,-16.32,6.91,0.98,16.49,130.34,0
2429,Switzerland,1990,6715519.0,16.65,3.09,2.47,40.74,2.58,-1.46,6.54,0.58,14.51,46.82,0
2430,Switzerland,1991,6799978.0,17.67,2.95,2.99,43.42,2.25,-1.46,6.97,0.85,14.95,47.94,0
2431,Switzerland,1992,6875364.0,17.7,3.17,3.12,43.59,2.11,-1.46,6.64,0.84,15.29,48.24,0
2432,Switzerland,1993,6938265.0,16.94,3.37,2.78,41.54,1.91,-1.46,6.48,1.06,14.27,47.78,0
2433,Switzerland,1994,6993795.0,15.87,3.58,2.96,40.48,2.11,-1.46,6.18,0.86,14.62,48.23,0
2434,Switzerland,1995,7040687.0,16.82,3.74,2.83,41.45,1.99,-1.46,6.49,0.94,14.37,49.07,0
2435,Switzerland,1996,7071850.0,17.55,3.91,2.92,42.22,1.79,-1.46,6.32,1.05,14.39,48.92,0
2436,Switzerland,1997,7088906.0,16.53,4.07,3.12,41.14,1.61,-1.47,5.93,0.72,14.85,48.92,0
2437,Switzerland,1998,7110001.0,17.1,4.25,3.63,42.64,1.61,-1.47,5.96,0.96,14.99,49.62,0
2438,Switzerland,1999,7143991.0,17.22,4.78,3.41,42.92,1.61,-1.47,6.37,0.96,14.97,49.78,0
2439,Switzerland,2000,7184250.0,15.78,4.62,3.26,41.98,1.73,-1.47,5.75,0.65,16.55,50.02,0
2440,Switzerland,2001,7229854.0,16.55,4.47,3.41,43.4,1.76,-2.32,6.07,1.13,16.24,51.71,0
2441,Switzerland,2002,7284753.0,15.78,3.96,3.49,41.88,1.69,-2.34,5.47,0.88,16.27,51.55,0
2442,Switzerland,2003,7339001.0,16.62,3.61,3.51,43.19,1.65,-2.35,5.76,0.91,16.39,52.94,0
2443,Switzerland,2004,7389625.0,16.44,3.44,3.89,43.53,1.75,-2.36,5.76,0.96,16.49,53.97,0
2444,Switzerland,2005,7437115.0,16.94,3.52,3.99,44.0,1.85,-2.36,5.72,0.78,16.57,55.28,0
2445,Switzerland,2006,7483934.0,16.09,3.72,4.1,43.63,1.85,-2.36,6.1,0.65,16.7,55.66,0
2446,Switzerland,2007,7551117.0,14.28,3.91,3.75,41.66,1.89,-2.36,5.98,0.61,17.04,55.16,0
2447,Switzerland,2008,7647675.0,15.15,4.18,3.85,43.11,1.86,-2.36,6.01,0.65,17.45,56.53,0
2448,Switzerland,2009,7743831.0,14.89,4.02,3.58,41.82,1.85,-2.36,5.48,0.64,17.24,55.23,0
2449,Switzerland,2010,7824909.0,16.03,4.2,3.74,43.25,1.96,-2.36,5.69,0.62,17.18,57.61,0
2450,Switzerland,2011,7912398.0,12.8,4.52,3.56,39.27,1.93,-2.21,5.34,0.6,16.98,56.7,0
2451,Switzerland,2012,7996861.0,14.1,4.59,3.53,40.66,1.81,-2.21,5.34,0.56,17.13,56.77,0
2452,Switzerland,2013,8089346.0,14.95,4.61,3.64,41.65,1.83,-2.21,5.41,0.57,17.08,57.01,0
2453,Switzerland,2014,8188649.0,11.69,4.7,3.51,37.85,1.88,-2.21,5.26,0.46,16.92,55.19,0
2454,Switzerland,2015,8282396.0,12.53,4.86,3.03,37.32,1.72,-2.21,5.05,0.5,16.2,55.96,0
2455,Switzerland,2016,8373338.0,12.99,5.08,3.1,37.84,1.77,-2.24,5.14,0.56,16.04,56.17,0
2456,Switzerland,2017,8451840.0,12.37,5.26,3.09,36.86,1.76,-2.24,5.04,0.61,15.75,56.48,0
2457,Switzerland,2018,8514329.0,11.34,5.52,3.08,35.72,1.76,-2.24,4.92,0.56,15.82,55.36,0
2458,Syrian Arab Republic,1990,12446168.0,2.92,1.69,7.95,28.11,1.46,-0.67,2.97,6.14,7.24,5.27,2
2459,Syrian Arab Republic,1991,12815400.0,3.12,1.64,8.03,30.66,1.45,-0.67,3.67,7.37,7.6,5.11,2
2460,Syrian Arab Republic,1992,13187669.0,3.13,1.78,8.43,29.88,1.52,-0.67,3.91,5.68,7.15,4.26,2
2461,Syrian Arab Republic,1993,13565074.0,3.23,1.59,8.69,28.93,1.84,-0.67,4.23,4.62,7.51,4.92,2
2462,Syrian Arab Republic,1994,13950486.0,3.36,1.65,10.47,30.06,1.82,-0.67,4.64,3.41,7.53,5.79,2
2463,Syrian Arab Republic,1995,14345491.0,3.48,1.62,11.5,31.9,1.79,-0.67,4.98,3.67,7.51,9.83,2
2464,Syrian Arab Republic,1996,14754148.0,4.11,1.45,12.65,35.01,1.8,-0.67,5.32,3.36,8.81,11.21,2
2465,Syrian Arab Republic,1997,15175308.0,4.34,1.47,13.53,35.23,1.92,-0.67,4.84,2.81,9.0,11.56,2
2466,Syrian Arab Republic,1998,15599588.0,4.32,1.5,14.7,38.24,1.81,-0.67,6.07,3.13,9.31,13.81,2
2467,Syrian Arab Republic,1999,16013992.0,4.36,1.46,15.74,37.28,2.0,-0.67,5.82,2.63,8.01,14.34,2
2468,Syrian Arab Republic,2000,16410847.0,4.55,1.61,16.29,37.74,1.79,-0.67,5.37,2.36,8.46,16.16,2
2469,Syrian Arab Republic,2001,16766555.0,4.44,1.38,17.09,39.4,1.9,-0.67,5.56,3.78,8.04,17.79,2
2470,Syrian Arab Republic,2002,17084628.0,4.46,1.54,18.81,40.25,1.74,-0.67,5.35,2.47,8.73,19.55,2
2471,Syrian Arab Republic,2003,17415214.0,3.36,1.44,20.34,40.53,1.75,-0.67,5.73,2.75,7.86,20.94,2
2472,Syrian Arab Republic,2004,17827827.0,5.29,1.87,20.28,42.99,1.69,-0.67,4.5,2.08,10.34,23.23,2
2473,Syrian Arab Republic,2005,18361178.0,7.34,2.51,23.27,53.96,1.64,-0.67,6.31,2.92,13.63,25.66,2
2474,Syrian Arab Republic,2006,19059257.0,7.69,2.57,24.8,57.13,1.7,-0.67,6.89,2.84,14.47,27.31,2
2475,Syrian Arab Republic,2007,19878257.0,7.52,2.52,26.49,60.27,1.85,-0.67,7.53,2.98,15.48,28.51,2
2476,Syrian Arab Republic,2008,20664037.0,7.58,2.51,28.07,62.15,1.91,-0.67,7.59,2.95,15.69,29.93,2
2477,Syrian Arab Republic,2009,21205873.0,6.01,1.88,29.55,57.29,1.86,-0.67,6.03,2.3,13.13,29.66,2
2478,Syrian Arab Republic,2010,21362541.0,5.5,1.63,29.27,57.54,2.15,-0.67,7.35,2.19,12.96,36.33,2
2479,Syrian Arab Republic,2011,21081814.0,5.69,1.61,26.42,54.15,1.77,-0.68,6.57,2.12,12.92,32.82,2
2480,Syrian Arab Republic,2012,20438861.0,4.68,1.28,21.78,43.91,2.09,-0.68,5.01,1.7,10.57,27.53,2
2481,Syrian Arab Republic,2013,19578466.0,2.88,0.79,14.93,29.14,1.39,-0.68,3.24,1.04,6.51,18.02,2
2482,Syrian Arab Republic,2014,18710711.0,2.68,0.73,12.62,25.74,1.33,-0.68,3.0,0.97,6.04,15.45,2
